*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu Mar 12 17:48:15 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Jan-23 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-23 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2461386.500000000, A.D. 2026-Dec-12 00:00:00.0000,  1.780024138082295E-01,  8.885690592010075E-01,  3.851763615239766E-01, -1.720697353193233E-02,  2.791877336943967E-03,  1.209748242806428E-03,  5.687054867538541E-03,  9.846830260382115E-01, -1.179471715567521E-04,
2461387.500000000, A.D. 2026-Dec-13 00:00:00.0000,  1.607690602093614E-01,  8.912224761784057E-01,  3.863260583888199E-01, -1.725880063690600E-02,  2.514822163001381E-03,  1.089591667556397E-03,  5.686384283835469E-03,  9.845669180692656E-01, -1.142405531133272E-04,
2461388.500000000, A.D. 2026-Dec-14 00:00:00.0000,  1.434866777665210E-01,  8.935984570296457E-01,  3.873554473549872E-01, -1.730503233825727E-02,  2.237027436403868E-03,  9.691425321355065E-04,  5.685735624661993E-03,  9.844546062149433E-01, -1.103501305020594E-04,
2461389.500000000, A.D. 2026-Dec-15 00:00:00.0000,  1.261608570532847E-01,  8.956963289761617E-01,  3.882642658934061E-01, -1.734567978624613E-02,  1.958626438171772E-03,  8.484606760920603E-04,  5.685110033947861E-03,  9.843462885405405E-01, -1.062475240408476E-04,
2461390.500000000, A.D. 2026-Dec-16 00:00:00.0000,  1.087971728904314E-01,  8.975155517789482E-01,  3.890523106692549E-01, -1.738076350614761E-02,  1.679751014984409E-03,  7.276046627466649E-04,  5.684508817887249E-03,  9.842421912065680E-01, -1.019047940454501E-04,
2461391.500000000, A.D. 2026-Dec-17 00:00:00.0000,  9.140117427084128E-02,  8.990557163582658E-01,  3.897194362494189E-01, -1.741031498655306E-02,  1.400531571131899E-03,  6.066316745479922E-04,  5.683933444037515E-03,  9.841425683127054E-01, -9.729399793985011E-05,
2461392.500000000, A.D. 2026-Dec-18 00:00:00.0000,  7.397837216418521E-02,  9.003165429255189E-01,  3.902655534229383E-01, -1.743437928261171E-02,  1.121095964233560E-03,  4.855967756393812E-04,  5.683385540120687E-03,  9.840477016902853E-01, -9.238786054033803E-05,
2461393.500000000, A.D. 2026-Dec-19 00:00:00.0000,  5.653422442928169E-02,  9.012978771026284E-01,  3.906906262939700E-01, -1.745301804259559E-02,  8.415664366793646E-04,  3.645511271561813E-04,  5.682866883832090E-03,  9.839578991377120E-01, -8.716235527841662E-05,
2461394.500000000, A.D. 2026-Dec-20 00:00:00.0000,  3.907411801958589E-02,  9.019996816542495E-01,  3.909946669248608E-01, -1.746631158899187E-02,  5.620538137838724E-04,  2.435388414834085E-04,  5.682379370389764E-03,  9.838734888018168E-01, -8.160192544492841E-05,
2461395.500000000, A.D. 2026-Dec-21 00:00:00.0000,  2.160335050358837E-02,  9.024220209592935E-01,  3.911777261632867E-01, -1.747435775508480E-02,  2.826488682866784E-04,  1.225925684203003E-04,  5.681924941705972E-03,  9.837948069142851E-01, -7.570748471575558E-05,
2461396.500000000, A.D. 2026-Dec-22 00:00:00.0000,  4.127115547424017E-03,  9.025650359533594E-01,  3.912398797680866E-01, -1.747726467837344E-02,  3.412324138094407E-06,  1.728756482576333E-06,  5.681505463978361E-03,  9.837221765972227E-01, -6.950589248714260E-05,
2461397.500000000, A.D. 2026-Dec-23 00:00:00.0000, -1.334950054432924E-02,  9.024289098677750E-01,  3.911812104528884E-01, -1.747513582056308E-02, -2.756327391114912E-04, -1.190553444077864E-04,  5.681122554091419E-03,  9.836558778055009E-01, -6.305744952810181E-05,
2461398.500000000, A.D. 2026-Dec-24 00:00:00.0000, -3.082150397685978E-02,  9.020138297949363E-01,  3.910017889238295E-01, -1.746804904809169E-02, -5.545007473089561E-04, -2.397802796084264E-04,  5.680777380427025E-03,  9.835961128381704E-01, -5.645642256137413E-05,
2461399.500000000, A.D. 2026-Dec-25 00:00:00.0000, -4.828395738251517E-02,  9.013199540265380E-01,  3.907016592720146E-01, -1.745603658086082E-02, -8.332319465641900E-04, -3.604770330150783E-04,  5.680470490538734E-03,  9.835429765011910E-01, -4.982093262007405E-05,
2461400.500000000, A.D. 2026-Dec-26 00:00:00.0000, -6.573192802276104E-02,  9.003473964435514E-01,  3.902808342413114E-01, -1.743907504513603E-02, -1.111870843803398E-03, -4.811751705778768E-04,  5.680201726132118E-03,  9.834964413867316E-01, -4.327360928607426E-05,
2461401.500000000, A.D. 2026-Dec-27 00:00:00.0000, -8.316043368765463E-02,  8.990962343025893E-01,  3.897393028254965E-01, -1.741709108634570E-02, -1.390442608833108E-03, -6.018909061736586E-04,  5.679970260044861E-03,  9.834563642760770E-01, -3.692020181665999E-05,
2461402.500000000, A.D. 2026-Dec-28 00:00:00.0000, -1.005644011735462E-01,  8.975665366501691E-01,  3.890770478139197E-01, -1.738997977690158E-02, -1.668936718554069E-03, -7.226197445290350E-04,  5.679774741271921E-03,  9.834225112499552E-01, -3.083476758280658E-05,
2461403.500000000, A.D. 2026-Dec-29 00:00:00.0000, -1.179386459792780E-01,  8.957584032757733E-01,  3.882940674894577E-01, -1.735762700874277E-02, -1.947302417294851E-03, -8.433355252279109E-04,  5.679613494680284E-03,  9.833945922680761E-01, -2.505571896515777E-05,
2461404.500000000, A.D. 2026-Dec-30 00:00:00.0000, -1.352778727128676E-01,  8.936720028867643E-01,  3.873903956208738E-01, -1.731992745847913E-02, -2.225454073987602E-03, -9.639943384023996E-04,  5.679484715328177E-03,  9.833722948144598E-01, -1.959095831797072E-05,
2461405.500000000, A.D. 2026-Dec-31 00:00:00.0000, -1.525766895130526E-01,  8.913076031617647E-01,  3.863661163496130E-01, -1.727679448995510E-02, -2.503281136681696E-03, -1.084540325339386E-03,  5.679386618617779E-03,  9.833553098955712E-01, -1.442717061094992E-05,
2461406.500000000, A.D. 2027-Jan-01 00:00:00.0000, -1.698296285976292E-01,  8.886655906140373E-01,  3.852213733909323E-01, -1.722816290547918E-02, -2.780657948455115E-03, -1.204910957264667E-03,  5.679317535854708E-03,  9.833433485859354E-01, -9.538869802970129E-06,
2461407.500000000, A.D. 2027-Jan-02 00:00:00.0000, -1.870311671729645E-01,  8.857464818105993E-01,  3.839563747159670E-01, -1.717398742829401E-02, -3.057451015543447E-03, -1.325040720532058E-03,  5.679275964172404E-03,  9.833361506722733E-01, -4.894966997232361E-06,
2461408.500000000, A.D. 2027-Jan-03 00:00:00.0000, -2.041757458609973E-01,  8.825509288138320E-01,  3.825713943844363E-01, -1.711423963219739E-02, -3.333523347911345E-03, -1.444863181873156E-03,  5.679260586820352E-03,  9.833334881663007E-01, -4.625158844175510E-07,
2461409.500000000, A.D. 2027-Jan-04 00:00:00.0000, -2.212577840386257E-01,  8.790797214884697E-01,  3.810667729400596E-01, -1.704890503394945E-02, -3.608736538939856E-03, -1.564311888708830E-03,  5.679270278579365E-03,  9.833351662423547E-01,  3.791741967611512E-06,
2461410.500000000, A.D. 2027-Jan-05 00:00:00.0000, -2.382716926957515E-01,  8.753337884683983E-01,  3.794429172630286E-01, -1.697798109875943E-02, -3.882951517967310E-03, -1.683320637564307E-03,  5.679304106507643E-03,  9.833410233665708E-01,  7.901164199761668E-06,
2461411.500000000, A.D. 2027-Jan-06 00:00:00.0000, -2.552118858159616E-01,  8.713141976882444E-01,  3.777003002860788E-01, -1.690147625995644E-02, -4.156028782798632E-03, -1.801823536765683E-03,  5.679361331434356E-03,  9.833509315554863E-01,  1.189957079342577E-05,
2461412.500000000, A.D. 2027-Jan-07 00:00:00.0000, -2.720727911886174E-01,  8.670221567027711E-01,  3.758394606321625E-01, -1.681940970405728E-02, -4.427828659156809E-03, -1.919755131980389E-03,  5.679441411880805E-03,  9.833647970549710E-01,  1.582165382833173E-05,
2461413.500000000, A.D. 2027-Jan-08 00:00:00.0000, -2.888488612305745E-01,  8.624590126095176E-01,  3.738610020408774E-01, -1.673181153898703E-02, -4.698211858403370E-03, -2.037050711235981E-03,  5.679544009731779E-03,  9.833825613221910E-01,  1.970314461878956E-05,
2461414.500000000, A.D. 2027-Jan-09 00:00:00.0000, -3.055345840130678E-01,  8.576262512427757E-01,  3.717655923987413E-01, -1.663872298424365E-02, -4.967040365849040E-03, -2.153646782980008E-03,  5.679668995948637E-03,  9.834042020147983E-01,  2.358066461906386E-05,
2461415.500000000, A.D. 2027-Jan-10 00:00:00.0000, -3.221244943865607E-01,  8.525254953659646E-01,  3.695539622386075E-01, -1.654019635353106E-02, -5.234178524050481E-03, -2.269481641803745E-03,  5.679816454705022E-03,  9.834297337070070E-01,  2.749135449396130E-05,
2461416.500000000, A.D. 2027-Jan-11 00:00:00.0000, -3.386131849607865E-01,  8.471585017674859E-01,  3.672269026749061E-01, -1.643629479342456E-02, -5.499494109719526E-03, -2.384495914687602E-03,  5.679986685182704E-03,  9.834592082005353E-01,  3.147246884973893E-05,
2461417.500000000, A.D. 2027-Jan-12 00:00:00.0000, -3.549953167586859E-01,  8.415271573503630E-01,  3.647852628337872E-01, -1.632709193082209E-02, -5.762859254594044E-03, -2.498633019821126E-03,  5.680180201385200E-03,  9.834927144923330E-01,  3.556111969679483E-05,
2461418.500000000, A.D. 2027-Jan-13 00:00:00.0000, -3.712656295822194E-01,  8.356334743849139E-01,  3.622299468640535E-01, -1.621267169734293E-02, -6.024151216784453E-03, -2.611839558857200E-03,  5.680397731122891E-03,  9.835303785988612E-01,  3.979424494811538E-05,
2461419.500000000, A.D. 2027-Jan-14 00:00:00.0000, -3.874189524012931E-01,  8.294795849802544E-01,  3.595619105379070E-01, -1.609312858359909E-02, -6.283253229164837E-03, -2.724065777018847E-03,  5.680640215241101E-03,  9.835723634224380E-01,  4.420868485633936E-05,
2461420.500000000, A.D. 2027-Jan-15 00:00:00.0000, -4.034502142534801E-01,  8.230677344887112E-01,  3.567821572611868E-01, -1.596856839298184E-02, -6.540055877040624E-03, -2.835266330931042E-03,  5.680908806780557E-03,  9.836188686058767E-01,  4.884099817337785E-05,
2461421.500000000, A.D. 2027-Jan-16 00:00:00.0000, -4.193544560408082E-01,  8.164002730176441E-01,  3.538917330386800E-01, -1.583910918902067E-02, -6.794459612110302E-03, -2.945401659907694E-03,  5.681204866855345E-03,  9.836701298187752E-01,  5.372638273414115E-05,
2461422.500000000, A.D. 2027-Jan-17 00:00:00.0000, -4.351268430333655E-01,  8.094796436113391E-01,  3.508917196597043E-01, -1.570488155922875E-02, -7.046378973937830E-03, -3.054440200084577E-03,  5.681529949721557E-03,  9.837264161722343E-01,  5.889586489557591E-05,
2461423.500000000, A.D. 2027-Jan-18 00:00:00.0000, -4.507626766727973E-01,  8.023083652626667E-01,  3.477832252398161E-01, -1.556602663816861E-02, -7.295748669581098E-03, -3.162361416846034E-03,  5.681885764641237E-03,  9.837880236158022E-01,  6.437097187323011E-05,
2461424.500000000, A.D. 2027-Jan-19 00:00:00.0000, -4.662574024401257E-01,  7.948890092211384E-01,  3.445673715352520E-01, -1.542268987391266E-02, -7.542530631955831E-03, -3.269159064327106E-03,  5.682274099026135E-03,  9.838552616302302E-01,  7.015571798079730E-05,
2461425.500000000, A.D. 2027-Jan-20 00:00:00.0000, -4.816066086566293E-01,  7.872241687262918E-01,  3.412452784376109E-01, -1.527500899321656E-02, -7.786719540926326E-03, -3.374843259820510E-03,  5.682696690222147E-03,  9.839284310276349E-01,  7.622722391806592E-05,
2461426.500000000, A.D. 2027-Jan-21 00:00:00.0000, -4.968060104884897E-01,  7.793164256375235E-01,  3.378180478359652E-01, -1.512309684978606E-02, -8.028342774434401E-03, -3.479439318756652E-03,  5.683155046997535E-03,  9.840077930431431E-01,  8.252843092937901E-05,
2461427.500000000, A.D. 2027-Jan-22 00:00:00.0000, -5.118514159685126E-01,  7.711683215577375E-01,  3.342867510136438E-01, -1.496702371420765E-02, -8.267451033004698E-03, -3.582981696070542E-03,  5.683650246773781E-03,  9.840935342265019E-01,  8.896779737153197E-05,
2461428.500000000, A.D. 2027-Jan-23 00:00:00.0000, -5.267386772183095E-01,  7.627823433090742E-01,  3.306524245023845E-01, -1.480680676181861E-02, -8.504099441344268E-03, -3.685503445303511E-03,  5.684182760467644E-03,  9.841857361144196E-01,  9.542940402162728E-05,
2461429.500000000, A.D. 2027-Jan-24 00:00:00.0000, -5.414636377099304E-01,  7.541609299904453E-01,  3.269160774409847E-01, -1.464241334546874E-02, -8.738324638397792E-03, -3.787024501340549E-03,  5.684752363455618E-03,  9.842843598145425E-01,  1.017918885810214E-04,
2461430.500000000, A.D. 2027-Jan-25 00:00:00.0000, -5.560220900692642E-01,  7.453065012107127E-01,  3.230787092669196E-01, -1.447377812376231E-02, -8.970126821175513E-03, -3.887543459949050E-03,  5.685358165268372E-03,  9.843892511468852E-01,  1.079491712076467E-04,
2461431.500000000, A.D. 2027-Jan-26 00:00:00.0000, -5.704097550978555E-01,  7.362214978202313E-01,  3.191413325154993E-01, -1.430082675229594E-02, -9.199463304077369E-03, -3.987035788544238E-03,  5.685998743801880E-03,  9.845001638817684E-01,  1.138247837552993E-04,
2461432.500000000, A.D. 2027-Jan-27 00:00:00.0000, -5.846222837051297E-01,  7.269084230145166E-01,  3.151049942995103E-01, -1.412349660221075E-02, -9.426253682665090E-03, -4.085457883770474E-03,  5.686672332804486E-03,  9.846167922021983E-01,  1.193758382344382E-04,
2461433.500000000, A.D. 2027-Jan-28 00:00:00.0000, -5.986552754284244E-01,  7.173698744867532E-01,  3.109707920319142E-01, -1.394174874512976E-02, -9.650391522225485E-03, -4.182753949842292E-03,  5.687377005420009E-03,  9.847388024833685E-01,  1.245883385077842E-04,
2461434.500000000, A.D. 2027-Jan-29 00:00:00.0000, -6.125043042952311E-01,  7.076085641557925E-01,  3.067398821936277E-01, -1.375557099447229E-02, -9.871756675090044E-03, -4.278862613612069E-03,  5.688110816653468E-03,  9.848658579598379E-01,  1.294684555713347E-04,
2461435.500000000, A.D. 2027-Jan-30 00:00:00.0000, -6.261649445013707E-01,  6.976273268906238E-01,  3.024134833832709E-01, -1.356497512447560E-02, -1.009022461354090E-02, -4.373721601304353E-03,  5.688871894208192E-03,  9.849976344534873E-01,  1.340339120543863E-04,
2461436.500000000, A.D. 2027-Jan-31 00:00:00.0000, -6.396327919103139E-01,  6.874291218677013E-01,  2.979928758059061E-01, -1.336999181439602E-02, -1.030567185090564E-02, -4.467270228499575E-03,  5.689658485581062E-03,  9.851338285278076E-01,  1.383076440957602E-04,
2461437.500000000, A.D. 2027-Feb-01 00:00:00.0000, -6.529034804361508E-01,  6.770170302110102E-01,  2.934793991627437E-01, -1.317066576488029E-02, -1.051797813874821E-02, -4.559450223276513E-03,  5.690468976471051E-03,  9.852741606752408E-01,  1.423141779098674E-04,
2461438.500000000, A.D. 2027-Feb-02 00:00:00.0000, -6.659726941604804E-01,  6.663942515499612E-01,  2.888744502572603E-01, -1.296705215623624E-02, -1.072702663582467E-02, -4.650205582383922E-03,  5.691301895072067E-03,  9.854183760604611E-01,  1.460782503897634E-04,
2461439.500000000, A.D. 2027-Feb-03 00:00:00.0000, -6.788361767219236E-01,  6.555641009535850E-01,  2.841794809750267E-01, -1.275921473283656E-02, -1.093270314744540E-02, -4.739482051255619E-03,  5.692155913112408E-03,  9.855662447003530E-01,  1.496249376863548E-04,
2461440.500000000, A.D. 2027-Feb-04 00:00:00.0000, -6.914897395355100E-01,  6.445300067385811E-01,  2.793959967930292E-01, -1.254722532310471E-02, -1.113489524927446E-02, -4.827226639070772E-03,  5.693029850292343E-03,  9.857175622323532E-01,  1.529805978177098E-04,
2461441.500000000, A.D. 2027-Feb-05 00:00:00.0000, -7.039292700849117E-01,  6.332955089793868E-01,  2.745255556465712E-01, -1.233116438743407E-02, -1.133349182662177E-02, -4.913387418319926E-03,  5.693922685127368E-03,  9.858721517919025E-01,  1.561740640389973E-04,
2461442.500000000, A.D. 2027-Feb-06 00:00:00.0000, -7.161507410727208E-01,  6.218642581418005E-01,  2.695697668005227E-01, -1.211112210169742E-02, -1.152838331764644E-02, -4.997913726314343E-03,  5.694833572349637E-03,  9.860298670254098E-01,  1.592376625794111E-04,
2461443.500000000, A.D. 2027-Feb-07 00:00:00.0000, -7.281502207137679E-01,  6.102400130824787E-01,  2.645302893116868E-01, -1.188719948123794E-02, -1.171946273365779E-02, -5.080756773738795E-03,  5.695761864952628E-03,  9.861905959071692E-01,  1.622077673519650E-04,
2461444.500000000, A.D. 2027-Feb-08 00:00:00.0000, -7.399238839936223E-01,  5.984266376815228E-01,  2.594088297128817E-01, -1.165950912903674E-02, -1.190662733954262E-02, -5.161870571530398E-03,  5.696707137745574E-03,  9.863542648176805E-01,  1.651247599427370E-04,
2461445.500000000, A.D. 2027-Feb-09 00:00:00.0000, -7.514680243728572E-01,  5.864280955661487E-01,  2.542071386715526E-01, -1.142817535372842E-02, -1.208978074272904E-02, -5.241213028009906E-03,  5.697669208999904E-03,  9.865208422916178E-01,  1.680324270478238E-04,
2461446.500000000, A.D. 2027-Feb-10 00:00:00.0000, -7.627790652675154E-01,  5.742484426617832E-01,  2.489270065307803E-01, -1.119333361432493E-02, -1.226883510584406E-02, -5.318747064968327E-03,  5.698648157363093E-03,  9.866903419463693E-01,  1.709769582292048E-04,
2461447.500000000, A.D. 2027-Feb-11 00:00:00.0000, -7.738535706900906E-01,  5.618918175552503E-01,  2.435702577663555E-01, -1.095512942901329E-02, -1.244371329212303E-02, -5.394441662354048E-03,  5.699644332324222E-03,  9.868628242940933E-01,  1.740057450074510E-04,
2461448.500000000, A.D. 2027-Feb-12 00:00:00.0000, -7.846882546126139E-01,  5.493624297546649E-01,  2.381387444338956E-01, -1.071371693616697E-02, -1.261435094513871E-02, -5.468272844867911E-03,  5.700658357464495E-03,  9.870383973045282E-01,  1.771660849605665E-04,
2461449.500000000, A.D. 2027-Feb-13 00:00:00.0000, -7.952799887452596E-01,  5.366645458247319E-01,  2.326343386160684E-01, -1.046925714745035E-02, -1.278069870389927E-02, -5.540224717778875E-03,  5.701691125720948E-03,  9.872172155849297E-01,  1.805036676089978E-04,
2461450.500000000, A.D. 2027-Feb-14 00:00:00.0000, -8.056258083055338E-01,  5.238024731226463E-01,  2.270589237559222E-01, -1.022191558923480E-02, -1.294272482544673E-02, -5.610290673372756E-03,  5.702743784353112E-03,  9.873994777771268E-01,  1.840604318007024E-04,
2461451.500000000, A.D. 2027-Feb-15 00:00:00.0000, -8.157229148330917E-01,  5.107805406607432E-01,  2.214143846933668E-01, -9.971858596937468E-03, -1.310041828416649E-02, -5.678474755026357E-03,  5.703817704245670E-03,  9.875854212424455E-01,  1.878711745404372E-04,
2461452.500000000, A.D. 2027-Feb-16 00:00:00.0000, -8.255686742039213E-01,  4.976030768103833E-01,  2.157025963799906E-01, -9.719247249011831E-03, -1.325379183555129E-02, -5.744792844711566E-03,  5.704914424622027E-03,  9.877753124891561E-01,  1.919583676421852E-04,
2461453.500000000, A.D. 2027-Feb-17 00:00:00.0000, -8.351606070525908E-01,  4.842743845123998E-01,  2.099254118052827E-01, -9.464228192240907E-03, -1.340288361813479E-02, -5.809272881752215E-03,  5.706035562558326E-03,  9.879694315053137E-01,  1.963252498267891E-04,
2461454.500000000, A.D. 2027-Feb-18 00:00:00.0000, -8.444963685826384E-01,  4.707987165488570E-01,  2.040846506657819E-01, -9.206921831677324E-03, -1.354775500735036E-02, -5.871952954814680E-03,  5.707182680447526E-03,  9.881680488108734E-01,  2.009485287715068E-04,
2461455.500000000, A.D. 2027-Feb-19 00:00:00.0000, -8.535737162529523E-01,  4.571802558177526E-01,  1.981820914498704E-01, -8.947410540690041E-03, -1.368848246944496E-02, -5.932876272989504E-03,  5.708357116824060E-03,  9.883713961658877E-01,  2.057735802700804E-04,
2461456.500000000, A.D. 2027-Feb-20 00:00:00.0000, -8.623904676198622E-01,  4.434231070589439E-01,  1.922194701411819E-01, -8.685731653664455E-03, -1.382514299296497E-02, -5.992083114915498E-03,  5.709559805430036E-03,  9.885796352427907E-01,  2.107157300559556E-04,
2461457.500000000, A.D. 2027-Feb-21 00:00:00.0000, -8.709444556388299E-01,  4.295313052503992E-01,  1.861984877675193E-01, -8.421880002252339E-03, -1.395779613271948E-02, -6.049601654204806E-03,  5.710791124962068E-03,  9.887928316108692E-01,  2.156696694038568E-04,
2461458.500000000, A.D. 2027-Feb-22 00:00:00.0000, -8.792334920376674E-01,  4.155088412009004E-01,  1.801208263581768E-01, -8.155821295487975E-03, -1.408646868281572E-02, -6.105440879728219E-03,  5.712050823553821E-03,  9.890109416608184E-01,  2.205252675502624E-04,
2461459.500000000, A.D. 2027-Feb-23 00:00:00.0000, -8.872553480014534E-01,  4.013596986395607E-01,  1.739881697239500E-01, -7.887512288156994E-03, -1.421114772132638E-02, -6.159588328250473E-03,  5.713338040531521E-03,  9.892338163715944E-01,  2.251843701344486E-04,
2461460.500000000, A.D. 2027-Feb-24 00:00:00.0000, -8.950077553738910E-01,  3.870878931160181E-01,  1.678022238031344E-01, -7.616920382416189E-03, -1.433178380852481E-02, -6.212013064641107E-03,  5.714651413205526E-03,  9.894612198007993E-01,  2.295726241768754E-04,
2461461.500000000, A.D. 2027-Feb-25 00:00:00.0000, -9.024884244684545E-01,  3.726975037111408E-01,  1.615647321498211E-01, -7.344036540512736E-03, -1.444830138435090E-02, -6.262671962163326E-03,  5.715989229487823E-03,  9.896928555095831E-01,  2.336433859008975E-04,
2461462.500000000, A.D. 2027-Feb-26 00:00:00.0000, -9.096950704768272E-01,  3.581926928948747E-01,  1.552774846729583E-01, -7.068879630648913E-03, -1.456061122368315E-02, -6.311516480939413E-03,  5.717349581958121E-03,  9.899283932383606E-01,  2.373747509030107E-04,
2461463.500000000, A.D. 2027-Feb-27 00:00:00.0000, -9.166254406453151E-01,  3.435777147291382E-01,  1.489423202528188E-01, -6.791494137305681E-03, -1.466862078727565E-02, -6.358497907285173E-03,  5.718730492622206E-03,  9.901674905080496E-01,  2.407629704862627E-04,
2461464.500000000, A.D. 2027-Feb-28 00:00:00.0000, -9.232773372544557E-01,  3.288569146094409E-01,  1.425611252292771E-01, -6.511944618818794E-03, -1.477224069160429E-02, -6.403570355341746E-03,  5.720129997126790E-03,  9.904098072014215E-01,  2.438154339792477E-04,
2461465.500000000, A.D. 2027-Mar-01 00:00:00.0000, -9.296486346724605E-01,  3.140347244520924E-01,  1.361358299111269E-01, -6.230309776733760E-03, -1.487138748670352E-02, -6.446691821003012E-03,  5.721546192123695E-03,  9.906550137639555E-01,  2.465451254905434E-04,
2461466.500000000, A.D. 2027-Mar-02 00:00:00.0000, -9.357372910185234E-01,  2.991156565048330E-01,  1.296684047247139E-01, -5.946677780595939E-03, -1.496598384081996E-02, -6.487823969974304E-03,  5.722977256652722E-03,  9.909027949061674E-01,  2.489671965143043E-04,
2461467.500000000, A.D. 2027-Mar-03 00:00:00.0000, -9.415413560604665E-01,  2.841042977578343E-01,  1.231608569223620E-01, -5.661143447513733E-03, -1.505595734213138E-02, -6.526931329873332E-03,  5.724421459650278E-03,  9.911528509036863E-01,  2.510975323122320E-04,
2461468.500000000, A.D. 2027-Mar-04 00:00:00.0000, -9.470589772266207E-01,  2.690053058232066E-01,  1.166152281770233E-01, -5.373807255760976E-03, -1.514123890005531E-02, -6.563980396170163E-03,  5.725877163938509E-03,  9.914048982879543E-01,  2.529528867433958E-04,
2461469.500000000, A.D. 2027-Mar-05 00:00:00.0000, -9.522884054230315E-01,  2.538234063063409E-01,  1.100335929627623E-01, -5.084775874198585E-03, -1.522176145964564E-02, -6.598939001705081E-03,  5.727342834353425E-03,  9.916586712535662E-01,  2.545521001550100E-04,
2461470.500000000, A.D. 2027-Mar-06 00:00:00.0000, -9.572280019487239E-01,  2.385633910898315E-01,  1.034180573341098E-01, -4.794163742011273E-03, -1.529745953078736E-02, -6.631776179320491E-03,  5.728817054881681E-03,  9.919139246254119E-01,  2.559179215195371E-04,
2461471.500000000, A.D. 2027-Mar-07 00:00:00.0000, -9.618762472806817E-01,  2.232301165375196E-01,  9.677075753758874E-02, -4.502095123892992E-03, -1.536826985803510E-02, -6.662462648252390E-03,  5.730298556902223E-03,  9.921704387485651E-01,  2.570789491229594E-04,
2461472.500000000, A.D. 2027-Mar-08 00:00:00.0000, -9.662317518760785E-01,  2.078285003957638E-01,  9.009385781099447E-02, -4.208705972621591E-03, -1.543413335778913E-02, -6.690971945142189E-03,  5.731786257770420E-03,  9.924280261689182E-01,  2.580711876362713E-04,
2461473.500000000, A.D. 2027-Mar-09 00:00:00.0000, -9.702932684496760E-01,  1.923635161663906E-01,  8.338954677101955E-02, -3.914144905859018E-03, -1.549499819174327E-02, -6.717282084973507E-03,  5.733279306127461E-03,  9.926865394782627E-01,  2.589387484513144E-04,
2461474.500000000, A.D. 2027-Mar-10 00:00:00.0000, -9.740597045366070E-01,  1.768401840011527E-01,  7.666003197638016E-02, -3.618572724377710E-03, -1.555082355854820E-02, -6.741377496339543E-03,  5.734777127915164E-03,  9.929458792815061E-01,  2.597333552970998E-04,
